file,storage consumption
1,413141407
2,810577457
3,1218549062
4,6639026904
5,7060879739
6,7490222381
7,7838602714
8,8280553262
9,8698987657
10,9148574215
11,9236942305
12,9657224098
13,10025132610
14,10723111651
15,11047263264
16,11492160311
17,11543031322
18,11980871699
19,12404076037
20,12813972914
21,13240276987
22,13551410104
23,13877060088
24,14324764529
25,14748384872
26,15125803036
27,15504846475
28,15963180313
29,16363745228
30,16802362581
31,17240888498
