file,storage consumption
1,413153829
2,810589878
3,1247298008
4,6897179623
5,7355343605
6,7996817690
7,8601614246
8,9492481147
9,10018816822
10,11140368977
11,11018774617
12,11505760556
13,11712683596
14,12632196370
15,13260090470
16,13783523297
17,13972890429
18,8751205371
19,9509910813
20,9518609838
21,9609725491
22,10047961031
23,10564948256
24,11032185277
25,12023565745
26,12104505850
27,12407737152
28,12905982528
29,13583903698
30,14001351651
31,14235279964
