file,origin size,dest size
491,250652655616,0
492,251189526528,0
493,251726397440,0
494,252263268352,0
495,252800139264,0
496,253337010176,0
497,253873881088,0
498,254410752000,0
499,254947622912,0
500,255484493824,256070705152
501,256021364736,0
502,256558235648,0
503,257095106560,0
504,257160118272,0
505,257696989184,0
506,257948647424,0
507,258485518336,0
508,259022389248,0
509,259559260160,0
510,259706060800,260323139584
511,260242931712,0
512,260779802624,0
513,260960157696,0
514,261497028608,0
515,262033899520,0
516,262570770432,0
517,263107641344,0
518,263644512256,0
519,264181383168,0
520,264718254080,265382187008
521,265255124992,0
522,265791995904,0
523,265956622336,0
524,266493493248,0
525,267030364160,0
526,267262099456,0
527,267798970368,0
528,268335841280,0
529,268872712192,0
530,269409583104,270140649472
531,269946454016,0
532,269957988352,0
533,270494859264,0
534,270727643136,0
535,271264514048,0
536,271801384960,0
537,272338255872,0
538,272875126784,0
539,273411997696,0
540,273948868608,274683469824
541,274485739520,0
542,275022610432,0
543,275559481344,0
544,276096352256,0
545,276633223168,0
546,277170094080,0
547,277706964992,0
548,278243835904,0
549,278780706816,0
550,279317577728,280276176896
551,279854448640,0
552,280391319552,0
553,280928190464,0
554,281007882240,0
555,281544753152,0
556,281637027840,0
557,282173898752,0
558,282710769664,0
559,283181580288,0
560,283718451200,284383629312
561,284033024000,0
562,284569894912,0
563,285106765824,0
564,285643636736,0
565,286180507648,0
566,286717378560,0
567,286757224448,0
568,287294095360,0
569,287830966272,0
570,288367837184,289359425536
571,288904708096,0
572,289441579008,0
573,289978449920,0
574,290515320832,0
575,291052191744,0
576,291078406144,0
577,291615277056,0
578,292152147968,0
579,292689018880,0
580,293225889792,293608628224
581,293762760704,0
582,294139199488,0
583,294676070400,0
584,295212941312,0
585,295749812224,0
586,296286683136,0
587,296823554048,0
588,297360424960,0
589,297897295872,0
590,298293657600,298896764928
591,298830528512,0
592,299234230272,0
593,299728109568,0
594,300264980480,0
595,300801851392,0
596,301338722304,0
597,301875593216,0
598,302412464128,0
599,302949335040,0
600,303486205952,304092815360
601,304023076864,0
602,304559947776,0
603,305096818688,0
604,305633689600,0
605,306170560512,0
606,306707431424,0
607,307244302336,0
608,307781173248,0
609,308318044160,0
610,308854915072,309686218752
611,309391785984,0
612,309928656896,0
613,310465527808,0
614,311002398720,0
615,311539269632,0
616,312076140544,0
617,312613011456,0
618,313149882368,0
619,313686753280,0
620,314223624192,315331330048
621,314760495104,0
622,315297366016,0
623,315834236928,0
624,316371107840,0
625,316907978752,0
626,317444849664,0
627,317579067392,0
628,318115938304,0
629,318652809216,0
630,319189680128,320023048192
631,319726551040,0
632,320263421952,0
633,320577994752,0
634,321114865664,0
635,321651736576,0
636,321874034688,0
637,322410905600,0
638,322947776512,0
639,323484647424,0
640,324021518336,324925538304
641,324558389248,0
642,325095260160,0
643,325632131072,0
644,326169001984,0
645,326705872896,0
646,327242743808,0
647,327779614720,0
648,327793246208,0
649,328330117120,0
650,328866988032,329785106432
651,329403858944,0
652,329940729856,0
653,330477600768,0
654,331014471680,0
655,331433902080,0
656,331970772992,0
657,332507643904,0
658,333044514816,0
659,333581385728,0
660,334118256640,334725828608
661,334655127552,0
662,335191998464,0
663,335728869376,0
664,336265740288,0
665,336802611200,0
666,337339482112,0
667,337876353024,0
668,338413223936,0
669,338950094848,0
670,339486965760,340280320000
671,340023836672,0
672,340560707584,0
673,341097578496,0
674,341634449408,0
675,342171320320,0
676,342708191232,0
677,343245062144,0
678,343781933056,0
679,344318803968,0
680,344855674880,345396088832
681,345392545792,0
682,345929416704,0
683,346466287616,0
684,347003158528,0
685,347231748096,0
686,347616575488,0
687,348153446400,0
688,348690317312,0
689,349227188224,0
690,349764059136,350360363008
691,350300930048,0
692,350837800960,0
693,351374671872,0
694,351911542784,0
695,352448413696,0
696,352985284608,0
697,353522155520,0
698,354059026432,0
699,354595897344,0
700,355132768256,355749908480
701,355669639168,0
702,356206510080,0
703,356703535104,0
704,357240406016,0
705,357777276928,0
706,358314147840,0
707,358851018752,0
708,359387889664,0
709,359924760576,0
710,360461631488,360911028224
711,360998502400,0
712,361535373312,0
713,362072244224,0
714,362082729984,0
715,362619600896,0
716,363156471808,0
717,363693342720,0
718,364230213632,0
719,364692635648,0
720,365229506560,365875929088
721,365766377472,0
722,366303248384,0
723,366840119296,0
724,367376990208,0
725,367913861120,0
726,368450732032,0
727,368987602944,0
728,369524473856,0
729,370061344768,0
730,370598215680,371595464704
731,371135086592,0
732,371671957504,0
733,372208828416,0
734,372745699328,0
735,373282570240,0
736,373819441152,0
737,374356312064,0
738,374893182976,0
739,375430053888,0
740,375966924800,377117417472
741,376503795712,0
742,377040666624,0
743,377577537536,0
744,378114408448,0
745,378651279360,0
746,378862043136,0
747,379398914048,0
748,379935784960,0
749,380472655872,0
750,381009526784,381972238336
751,381339828224,0
752,381876699136,0
753,382413570048,0
754,382950440960,0
755,383487311872,0
756,384024182784,0
757,384561053696,0
758,385097924608,0
759,385634795520,0
760,386171666432,387359285248
761,386708537344,0
762,386835415040,0
763,387372285952,0
764,387909156864,0
765,388446027776,0
766,388982898688,0
767,389519769600,0
768,390056640512,0
769,390593511424,0
770,390716194816,391804239872
771,391253065728,0
772,391789936640,0
773,392326807552,0
774,392863678464,0
775,393400549376,0
776,393937420288,0
777,394474291200,0
778,394553982976,0
779,395090853888,0
780,395627724800,396649562112
781,396164595712,0
782,396701466624,0
783,397099925504,0
784,397636796416,0
785,398173667328,0
786,398710538240,0
787,399247409152,0
788,399784280064,0
789,400321150976,0
790,400858021888,401713602560
791,401394892800,0
792,401931763712,0
793,402468634624,0
794,403005505536,0
795,403542376448,0
796,404079247360,0
797,404616118272,0
798,405105803264,0
799,405642674176,0
800,406179545088,407126478848
801,406716416000,0
802,407253286912,0
803,407790157824,0
804,408327028736,0
805,408863899648,0
806,409400770560,0
807,409937641472,0
808,410474512384,0
809,411011383296,0
810,411548254208,412647542784
811,412085125120,0
812,412621996032,0
813,413158866944,0
814,413695737856,0
815,414232608768,0
816,414769479680,0
817,415306350592,0
818,415843221504,0
819,416380092416,0
820,416916963328,418039832576
821,417453834240,0
822,417990705152,0
823,418527576064,0
824,419064446976,0
825,419601317888,0
826,420138188800,0
827,420675059712,0
828,421211930624,0
829,421748801536,0
830,422285672448,423259402240
831,422822543360,0
832,423359414272,0
833,423798767616,0
834,424335638528,0
835,424872509440,0
836,425409380352,0
837,425946251264,0
838,426483122176,0
839,427019993088,0
840,427556864000,428674469888
841,428093734912,0
842,428630605824,0
843,429167476736,0
844,429704347648,0
845,430241218560,0
846,430778089472,0
847,431314960384,0
848,431851831296,0
849,432002826240,0
850,432539697152,433675558912
851,432846929920,0
852,433383800832,0
853,433920671744,0
854,434457542656,0
855,434994413568,0
856,435033210880,0
857,435570081792,0
858,436106952704,0
859,436643823616,0
860,437180694528,438234189824
861,437459615744,0
862,437996486656,0
863,438533357568,0
864,439070228480,0
865,439607099392,0
866,440143970304,0
867,440680841216,0
868,441217712128,0
869,441754583040,0
870,442291453952,443436920832
871,442828324864,0
872,443365195776,0
873,443902066688,0
874,444438937600,0
875,444975808512,0
876,445512679424,0
877,446049550336,0
878,446586421248,0
879,447123292160,0
880,447660163072,449001144320
881,448197033984,0
882,448733904896,0
883,449270775808,0
884,449807646720,0
885,450344517632,0
886,450881388544,0
887,451418259456,0
888,451955130368,0
889,452492001280,0
890,453028872192,454208360448
891,453565743104,0
892,454102614016,0
893,454639484928,0
894,455176355840,0
895,455713226752,0
896,456250097664,0
897,456286797824,0
898,456823668736,0
899,457360539648,0
900,457897410560,459041431552
901,458434281472,0
902,458971152384,0
903,459508023296,0
904,460044894208,0
905,460581765120,0
906,461118636032,0
907,461655506944,0
908,462192377856,0
909,462729248768,0
910,463266119680,464449908736
911,463802990592,0
912,463821864960,0
913,464358735872,0
914,464895606784,0
915,465432477696,0
916,465969348608,0
917,466506219520,0
918,467043090432,0
919,467579961344,0
920,468116832256,468939227136
921,468653703168,0
922,469190574080,0
923,469727444992,0
924,470264315904,0
925,470801186816,0
926,471338057728,0
927,471874928640,0
928,472411799552,0
929,472948670464,0
930,473485541376,474342027264
931,474022412288,0
932,474333839360,0
933,474870710272,0
934,475407581184,0
935,475944452096,0
936,476481323008,0
937,476983590912,0
938,477520461824,0
939,477676699648,0
940,478213570560,479624531968
941,478750441472,0
942,479287312384,0
943,479824183296,0
944,480361054208,0
945,480839204864,0
946,481376075776,0
947,481912946688,0
948,482449817600,0
949,482986688512,0
950,483234152448,484430725120
951,483771023360,0
952,484307894272,0
953,484652875776,0
954,485189746688,0
955,485489639424,0
956,485738151936,0
957,486275022848,0
958,486811893760,0
959,487348764672,0
960,487885635584,489173213184
961,488422506496,0
962,488959377408,0
963,489496248320,0
964,490033119232,0
965,490569990144,0
966,491106861056,0
967,491643731968,0
968,491719229440,0
969,492256100352,0
970,492792971264,494157643776
971,493329842176,0
972,493866713088,0
973,494403584000,0
974,494940454912,0
975,495477325824,0
976,496014196736,0
977,496551067648,0
978,497087938560,0
979,497152950272,0
980,497689821184,499016974336
981,497984471040,0
982,498521341952,0
983,498689114112,0
984,499225985024,0
985,499762855936,0
986,500299726848,0
987,500836597760,0
988,501373468672,0
989,501910339584,0
990,502447210496,503830888448
991,502949478400,0
992,503486349312,0
993,504023220224,0
994,504560091136,0
995,505096962048,0
996,505633832960,0
997,506170703872,0
998,506707574784,0
999,507244445696,0
1000,507781316608,509133221888
1001,508318187520,0
1002,508855058432,0
1003,509391929344,0
1004,509928800256,0
1005,510465671168,0
1006,511002542080,0
1007,511539412992,0
1008,512076283904,0
1009,512613154816,0
1010,513150025728,514377363456
1011,513686896640,0
1012,514223767552,0
1013,514760638464,0
1014,515297509376,0
1015,515834380288,0
1016,516371251200,0
1017,516908122112,0
1018,517444993024,0
1019,517981863936,0
1020,518518734848,519853740032
1021,519055605760,0
1022,519592476672,0
1023,520129347584,0
1024,520666218496,0
1025,521203089408,0
1026,521493544960,0
1027,521733668864,0
1028,522270539776,0
1029,522807410688,0
1030,523344281600,524768444416
1031,523881152512,0
1032,524418023424,0
1033,524954894336,0
1034,525491765248,0
1035,526028636160,0
1036,526565507072,0
1037,527102377984,0
1038,527639248896,0
1039,528176119808,0
1040,528712990720,530093568000
1041,529249861632,0
1042,529786732544,0
1043,530323603456,0
1044,530860474368,0
1045,531397345280,0
1046,531934216192,0
1047,532471087104,0
1048,533007958016,0
1049,533544828928,0
1050,534081699840,535703527424
1051,534600744960,0
1052,535137615872,0
1053,535674486784,0
1054,536211357696,0
1055,536748228608,0
1056,537285099520,0
1057,537821970432,0
1058,538358841344,0
1059,538895712256,0
1060,539432583168,540823449600
1061,539969454080,0
1062,540506324992,0
1063,541043195904,0
1064,541580066816,0
1065,542116937728,0
1066,542653808640,0
1067,543190679552,0
1068,543727550464,0
1069,544264421376,0
1070,544801292288,546205999104
1071,545338163200,0
1072,545875034112,0
1073,546411905024,0
1074,546948775936,0
1075,547485646848,0
1076,548022517760,0
1077,548559388672,0
1078,549096259584,0
1079,549104648192,0
1080,549641519104,550838837248
1081,550178390016,0
1082,550715260928,0
1083,551252131840,0
1084,551597113344,0
1085,552133984256,0
1086,552670855168,0
1087,553207726080,0
1088,553744596992,0
1089,554281467904,0
1090,554818338816,556103958528
1091,555355209728,0
1092,555892080640,0
1093,556428951552,0
1094,556965822464,0
1095,557502693376,0
1096,558039564288,0
1097,558576435200,0
1098,559113306112,0
1099,559650177024,0
1100,560187047936,561053331456
1101,560723918848,0
1102,561260789760,0
1103,561797660672,0
1104,561924538368,0
1105,562461409280,0
1106,562998280192,0
1107,563535151104,0
1108,564072022016,0
1109,564608892928,0
1110,565145763840,566504665088
1111,565682634752,0
1112,566219505664,0
1113,566756376576,0
1114,567293247488,0
1115,567830118400,0
1116,568366989312,0
1117,568903860224,0
1118,569440731136,0
1119,569977602048,0
1120,570514472960,571795951616
1121,571051343872,0
1122,571588214784,0
1123,572125085696,0
1124,572661956608,0
1125,573198827520,0
1126,573735698432,0
1127,574272569344,0
1128,574809440256,0
1129,575346311168,0
1130,575735332864,577116065792
1131,576272203776,0
1132,576809074688,0
1133,577345945600,0
1134,577882816512,0
1135,578161737728,0
1136,578698608640,0
1137,579235479552,0
1138,579772350464,0
1139,580309221376,0
1140,580846092288,581690208256
1141,581382963200,0
1142,581919834112,0
1143,582456705024,0
1144,582993575936,0
1145,583530446848,0
1146,584067317760,0
1147,584604188672,0
1148,585141059584,0
1149,585677930496,0
1150,586214801408,587665297408
1151,586751672320,0
1152,587152228352,0
1153,587689099264,0
1154,588225970176,0
1155,588762841088,0
1156,589299712000,0
1157,589836582912,0
1158,590373453824,0
1159,590910324736,0
1160,591447195648,593040732160
1161,591984066560,0
1162,592520937472,0
1163,593057808384,0
1164,593594679296,0
1165,593739382784,0
1166,594190270464,0
1167,594727141376,0
1168,595264012288,0
1169,595800883200,0
1170,596337754112,597919383552
1171,596874625024,0
1172,597411495936,0
1173,597948366848,0
1174,598485237760,0
1175,599022108672,0
1176,599090266112,0
1177,599627137024,0
1178,600164007936,0
1179,600700878848,0
1180,601237749760,602645688320
1181,601774620672,0
1182,602311491584,0
1183,602848362496,0
1184,603385233408,0
1185,603922104320,0
1186,604458975232,0
1187,604995846144,0
1188,605532717056,0
1189,606069587968,0
1190,606606458880,608253480960
1191,607143329792,0
1192,607680200704,0
1193,608217071616,0
1194,608753942528,0
1195,609290813440,0
1196,609827684352,0
1197,610364555264,0
1198,610901426176,0
1199,611438297088,0
1200,611975168000,613845065728
1201,612512038912,0
1202,613048909824,0
1203,613363482624,0
1204,613900353536,0
1205,614437224448,0
1206,614974095360,0
1207,615510966272,0
1208,616047837184,0
1209,616584708096,0
1210,617121579008,618409689088
1211,617658449920,0
1212,618195320832,0
1213,618732191744,0
1214,619269062656,0
1215,619805933568,0
1216,620342804480,0
1217,620879675392,0
1218,621416546304,0
1219,621646184448,0
1220,622183055360,623280533504
1221,622719926272,0
1222,623256797184,0
1223,623793668096,0
1224,624330539008,0
1225,624867409920,0
1226,625404280832,0
1227,625941151744,0
1228,626478022656,0
1229,627014893568,0
1230,627551764480,628699119616
1231,628088635392,0
1232,628625506304,0
1233,629162377216,0
1234,629699248128,0
1235,630236119040,0
1236,630772989952,0
1237,631309860864,0
1238,631846731776,0
1239,632383602688,0
1240,632920473600,634205884416
1241,633457344512,0
1242,633994215424,0
1243,634531086336,0
1244,635067957248,0
1245,635604828160,0
1246,636141699072,0
1247,636678569984,0
1248,637215440896,0
1249,637752311808,0
1250,638289182720,639522537472
1251,638826053632,0
1252,639362924544,0
1253,639718391808,0
1254,639723634688,0
1255,640260505600,0
1256,640797376512,0
1257,641334247424,0
1258,641399259136,0
1259,641936130048,0
1260,642473000960,644002066432
1261,643009871872,0
1262,643211198464,0
1263,643723952128,0
1264,644260823040,0
1265,644797693952,0
1266,645334564864,0
1267,645871435776,0
1268,646408306688,0
1269,646945177600,0
1270,647482048512,649412796416
1271,648018919424,0
1272,648555790336,0
1273,649092661248,0
1274,649629532160,0
1275,650166403072,0
1276,650703273984,0
1277,651240144896,0
1278,651777015808,0
1279,652313886720,0
1280,652850757632,654883115008
1281,653387628544,0
1282,653924499456,0
1283,654461370368,0
1284,654998241280,0
1285,655535112192,0
1286,656071983104,0
1287,656608854016,0
1288,657145724928,0
1289,657682595840,0
1290,658219466752,659648000000
1291,658756337664,0
1292,659293208576,0
1293,659830079488,0
1294,660366950400,0
1295,660903821312,0
1296,661440692224,0
1297,661977563136,0
1298,661985951744,0
1299,662125412352,0
1300,662662283264,663723753472
1301,663199154176,0
1302,663736025088,0
1303,664272896000,0
1304,664809766912,0
1305,665346637824,0
1306,665883508736,0
1307,666420379648,0
1308,666957250560,0
1309,667494121472,0
1310,668030992384,670113517568
1311,668567863296,0
1312,669104734208,0
1313,669641605120,0
1314,670178476032,0
1315,670715346944,0
1316,671252217856,0
1317,671789088768,0
1318,671985172480,0
1319,672522043392,0
1320,672961396736,674864500736
1321,673028505600,0
1322,673565376512,0
1323,674102247424,0
1324,674639118336,0
1325,675169697792,0
1326,675706568704,0
1327,676243439616,0
1328,676780310528,0
1329,677317181440,0
1330,677854052352,679725707264
1331,678390923264,0
1332,678927794176,0
1333,679464665088,0
1334,680001536000,0
1335,680538406912,0
1336,681075277824,0
1337,681612148736,0
1338,682149019648,0
1339,682320986112,0
1340,682857857024,684772818944
1341,683048697856,0
1342,683585568768,0
1343,684122439680,0
1344,684659310592,0
1345,685196181504,0
1346,685733052416,0
1347,685976322048,0
1348,686513192960,0
1349,686606516224,0
1350,686938914816,688536424448
1351,687475785728,0
1352,688012656640,0
1353,688549527552,0
1354,689086398464,0
1355,689623269376,0
1356,690160140288,0
1357,690697011200,0
1358,691233882112,0
1359,691770753024,0
1360,692307623936,693961801728
1361,692844494848,0
1362,693381365760,0
1363,693918236672,0
1364,694455107584,0
1365,694991978496,0
1366,695528849408,0
1367,696065720320,0
1368,696573231104,0
1369,697110102016,0
1370,697646972928,699558273024
1371,698183843840,0
1372,698720714752,0
1373,698759512064,0
1374,699296382976,0
1375,699833253888,0
1376,700370124800,0
1377,700906995712,0
1378,701443866624,0
1379,701508878336,0
1380,701739565056,703702585344
1381,702276435968,0
1382,702300553216,0
1383,702837424128,0
1384,702942281728,0
1385,703479152640,0
1386,703932137472,0
1387,704082083840,0
1388,704456425472,0
1389,704993296384,0
1390,705530167296,707625320448
1391,706067038208,0
1392,706603909120,0
1393,707140780032,0
1394,707677650944,0
1395,708214521856,0
1396,708751392768,0
1397,709288263680,0
1398,709825134592,0
1399,709888049152,0
1400,710424920064,712468078592
1401,710961790976,0
1402,711498661888,0
1403,712035532800,0
1404,712572403712,0
1405,713109274624,0
1406,713646145536,0
1407,713928212480,0
1408,714220765184,0
1409,714757636096,0
1410,715294507008,717359329280
1411,715648925696,0
1412,716185796608,0
1413,716722667520,0
1414,716890439680,0
1415,716950208512,0
1416,717487079424,0
1417,718023950336,0
1418,718560821248,0
1419,719097692160,0
1420,719634563072,721575694336
