file,original,physical end,dedup ratio
1241,629916303360,0,0
1242,630453174272,0,0
1243,630990045184,0,0
1244,631526916096,0,0
1245,632063787008,0,0
1246,632600657920,0,0
1247,633137528832,0,0
1248,633674399744,0,0
1249,634211270656,0,0
1250,634748141568,0,0
1251,635285012480,0,0
1252,635821883392,0,0
1253,636129116160,0,0
1254,636443688960,0,0
1255,636980559872,0,0
1256,637517430784,0,0
1257,638054301696,0,0
1258,638591172608,0,0
1259,638802984960,0,0
1260,639339855872,0,0
1261,639507628032,0,0
1262,640044498944,0,0
1263,640581369856,0,0
1264,641118240768,0,0
1265,641655111680,0,0
1266,642191982592,0,0
1267,642482438144,0,0
1268,643019309056,0,0
1269,643556179968,0,0
1270,644093050880,0,0
1271,644629921792,0,0
1272,645166792704,0,0
1273,645703663616,0,0
1274,646240534528,0,0
1275,646777405440,0,0
1276,647314276352,0,0
1277,647458979840,0,0
1278,647995850752,0,0
1279,648532721664,0,0
1280,649069592576,0,0
1281,649606463488,0,0
1282,650143334400,0,0
1283,650680205312,0,0
1284,651217076224,0,0
1285,651753947136,0,0
1286,652290818048,0,0
1287,652827688960,0,0
1288,653364559872,0,0
1289,653901430784,0,0
1290,654438301696,0,0
1291,654975172608,0,0
1292,655512043520,0,0
1293,656048914432,0,0
1294,656585785344,0,0
1295,657122656256,0,0
1296,657659527168,0,0
1297,658196398080,0,0
1298,658733268992,0,0
1299,659270139904,0,0
1300,659421134848,659632376320.0,1.57
1301,659958005760,0,0
1302,660494876672,0,0
1303,661031747584,0,0
1304,661568618496,0,0
1305,662105489408,0,0
1306,662642360320,0,0
1307,663179231232,0,0
1308,663716102144,0,0
1309,664252973056,0,0
1310,664789843968,0,0
1311,664825495552,0,0
1312,665055133696,0,0
1313,665592004608,0,0
1314,665657016320,0,0
1315,666193887232,0,0
1316,666730758144,0,0
1317,667267629056,0,0
1318,667804499968,0,0
1319,668341370880,0,0
1320,668878241792,0,0
1321,669415112704,0,0
1322,669951983616,0,0
1323,670488854528,0,0
1324,671025725440,0,0
1325,671105417216,0,0
1326,671642288128,0,0
1327,672179159040,0,0
1328,672716029952,0,0
1329,673252900864,0,0
1330,673789771776,0,0
1331,674326642688,0,0
1332,674566766592,0,0
1333,675103637504,0,0
1334,675640508416,0,0
1335,676177379328,0,0
1336,676714250240,0,0
1337,676724736000,0,0
1338,677261606912,0,0
1339,677798477824,0,0
1340,678335348736,0,0
1341,678872219648,0,0
1342,679409090560,0,0
1343,679945961472,0,0
1344,680320303104,0,0
1345,680746024960,0,0
1346,681282895872,0,0
1347,681819766784,0,0
1348,682356637696,0,0
1349,682893508608,0,0
1350,683430379520,0,0
1351,683967250432,0,0
1352,684257705984,0,0
1353,684794576896,0,0
1354,685331447808,0,0
1355,685868318720,0,0
1356,686405189632,0,0
1357,686942060544,0,0
1358,687478931456,0,0
1359,688015802368,0,0
1360,688552673280,0,0
1361,689089544192,0,0
1362,689626415104,0,0
1363,690163286016,0,0
1364,690700156928,0,0
1365,691237027840,0,0
1366,691773898752,0,0
1367,692310769664,0,0
1368,692847640576,0,0
1369,693384511488,0,0
1370,693921382400,0,0
1371,694458253312,0,0
1372,694995124224,0,0
1373,695531995136,0,0
1374,696068866048,0,0
1375,696605736960,0,0
1376,697142607872,0,0
1377,697679478784,0,0
1378,698216349696,0,0
1379,698753220608,0,0
1380,699149582336,0,0
1381,699686453248,0,0
1382,700223324160,0,0
1383,700760195072,0,0
1384,701297065984,0,0
1385,701833936896,0,0
1386,702370807808,0,0
1387,702907678720,0,0
1388,703444549632,0,0
1389,703981420544,0,0
1390,704518291456,0,0
1391,705055162368,0,0
1392,705592033280,0,0
1393,705667530752,0,0
1394,706204401664,0,0
1395,706741272576,0,0
1396,707278143488,0,0
1397,707286532096,0,0
1398,707823403008,0,0
1399,708360273920,0,0
1400,708897144832,708991709696.0,1.59
1401,709434015744,0,0
1402,709970886656,0,0
1403,710507757568,0,0
1404,711044628480,0,0
1405,711581499392,0,0
1406,712118370304,0,0
1407,712655241216,0,0
1408,713192112128,0,0
1409,713728983040,0,0
1410,714265853952,0,0
1411,714802724864,0,0
1412,715339595776,0,0
1413,715876466688,0,0
1414,716413337600,0,0
1415,716950208512,0,0
1416,717487079424,0,0
1417,718023950336,0,0
1418,718560821248,0,0
1419,719097692160,0,0
1420,719634563072,719739034112.0,1.59
