file,original,basic size,basic dedup ratio,percentage difference,opt size,opt dedup ratio,opt percentage difference
57,2895790608,2408080384,1.20253070754635,0.831579596034107,3722207232,0.777976729265567,1.28538549082828
58,2941405828,2448433664,1.2013418501993,0.832402533745167,3764625408,0.781327624721806,1.27987283229113
59,2993314932,2491355648,1.20148038053217,0.832306557978978,3809755136,0.785697459586022,1.27275452885757
60,3038932196,2533576192,1.19946351153587,0.833706061403681,3854049280,0.788503720429854,1.26822483406273
61,3090838968,2575472128,1.20010577260652,0.833259886608237,3898138624,0.792901244960959,1.26119110842011
62,3142748072,2618391552,1.20025901763985,0.83315349878926,3943256064,0.796993150075075,1.25471592811783
63,3194654844,2661421568,1.20035656222652,0.833085794228605,3988492288,0.800968038376711,1.24848926809447
64,3246561616,2703292928,1.20096552703296,0.832663367507761,4032561152,0.805086765860904,1.24210214650674
65,3292176836,2743850496,1.19983827136331,0.833445660025293,4074676224,0.807960351943782,1.23768449478271
66,3344083608,2785500672,1.20053232857378,0.832963824629351,4118519808,0.811962492326563,1.23158398257368
67,3395990380,2828194816,1.20076253615479,0.832804130617119,4163424256,0.815672429997007,1.22598234686401
68,3441607644,2869948416,1.19918798010898,0.833897617877327,4207771648,0.81791692418381,1.22261805622605
69,3487222864,2910454272,1.19817132931749,0.834605181689357,4249825280,0.82055676039463,1.21868473732283
